	SNP	Chromosome	Position	trait1
103	ENSG00000122971	12	121163537	3.24595741207817e-06
104	ENSG00000123415	12	54558528	0.0115630009481312
105	ENSG00000123684	1	211916798	0.00204291052516228
106	ENSG00000125347	5	131817300	0.0333923869493394
107	ENSG00000125637	2	113914901	3.817196568404e-06
108	ENSG00000127328	12	70132460	0.0123680229253561
109	ENSG00000128655	2	178487979	0.0377877755832432
110	ENSG00000128928	15	40697685	0.00287078280794056
111	ENSG00000128989	15	52839241	0.665318197556378
112	ENSG00000130222	9	92219927	0.00108667742917874
113	ENSG00000130592	11	1874199	0.127226884574471
114	ENSG00000130770	1	28562619	0.000945433926253657
115	ENSG00000131828	23	19362010	0.596919681827429
116	ENSG00000132530	17	6658765	0.841697744467375
117	ENSG00000132793	20	39969559	0.874427400062022
118	ENSG00000133703	12	25357722	0.0439944184732609
119	ENSG00000133731	8	82570195	0.175971257580318
120	ENSG00000134250	1	120454175	0.0197646726168265
121	ENSG00000134253	1	117653681	0.840070045754385
122	ENSG00000134504	18	24034873	0.580549382845088
123	ENSG00000134987	5	110427413	0.114670124043748
124	ENSG00000135862	1	182992594	3.16260915783008e-08
125	ENSG00000136144	13	50106081	0.00590864294290592
126	ENSG00000136193	7	29959718	0.000131969838285575
127	ENSG00000136273	7	47735327	0.000149009697948105
128	ENSG00000136378	15	79051544	0.00371268052667759
129	ENSG00000136720	2	128994289	0.0880862823268753
130	ENSG00000136807	9	130547957	0.732308162792986
131	ENSG00000136842	9	100263461	0.0170332147087753
132	ENSG00000137815	15	41700605	0.972516867341478
133	ENSG00000138092	2	25016013	3.2196377975101e-08
134	ENSG00000139278	12	75874459	0.0850713434990885
135	ENSG00000139343	12	96252705	0.0410204013301791
136	ENSG00000139433	12	110288747	0.00470400308106242
137	ENSG00000139826	13	108870726	0.268403930946747
138	ENSG00000140995	16	90014332	0.434809429559012
139	ENSG00000141012	16	88880141	4.07751170545388e-07
140	ENSG00000141527	17	78143790	0.00227983169882209
141	ENSG00000141580	17	80572437	0.0592296732670559
142	ENSG00000141905	19	3359560	0.000230269073129204
143	ENSG00000142794	1	21766620	0.201811089744414
144	ENSG00000143437	1	150782180	0.866718236342944
145	ENSG00000143622	1	155867598	0.223660396700104
146	ENSG00000143727	2	264139	0.0225314160082521
147	ENSG00000144120	2	120436742	0.421165768485367
148	ENSG00000144369	2	187558697	6.6463722263109e-05
149	ENSG00000145384	4	120238404	0.347636001930832
150	ENSG00000145388	4	119606522	1.16414058036066e-06
151	ENSG00000145416	4	164445449	0.307260906766829
152	ENSG00000146109	6	26597179	0.391446943459098
153	ENSG00000146530	7	12370510	0.0505104135168929
154	ENSG00000146802	7	112402436	0.00825489315718776
155	ENSG00000146833	7	99474580	0.000211745166969264
156	ENSG00000146834	7	100026412	0.00417192415981723
157	ENSG00000147526	8	38585703	0.00382026629204206
158	ENSG00000149218	11	94822973	0.248853340859157
159	ENSG00000149639	20	35405844	0.0185767847507413
160	ENSG00000151465	10	12237963	0.000680046883425854
161	ENSG00000151498	11	134123388	2.07256389536333e-09
162	ENSG00000151553	10	116581502	0.141488954920849
163	ENSG00000151650	10	135050907	0.791377061577058
164	ENSG00000151715	11	129685713	0.356916747713309
165	ENSG00000152133	2	37311593	0.3572445282456
166	ENSG00000152223	18	43427573	0.161079443792809
167	ENSG00000152256	2	173420100	0.0170093638290469
168	ENSG00000153012	4	25000468	0.00444559709090657
169	ENSG00000153147	4	144434615	0.731186627137122
170	ENSG00000153446	16	5094122	0.615064279270046
171	ENSG00000153786	16	85007786	0.00532938685192427
172	ENSG00000153933	17	54911459	0.000748323823235561
173	ENSG00000154328	8	11627147	0.106985522502612
174	ENSG00000154548	6	89805677	0.102587262715197
175	ENSG00000156642	15	73852354	0.171098621494358
176	ENSG00000156711	6	36095585	0.302140341671372
177	ENSG00000157107	5	72251807	0.021066202724864
178	ENSG00000157693	9	117373485	0.576088469740257
179	ENSG00000157954	7	5229818	0.00459511524131655
180	ENSG00000158006	1	26286257	0.00146766021303876
181	ENSG00000158022	1	26377794	0.134720572243033
182	ENSG00000159871	19	44300080	0.0247904438373571
183	ENSG00000160209	21	45138974	0.53140983493485
184	ENSG00000160305	21	47878811	0.182862300238757
185	ENSG00000160679	1	153606524	0.0754641186493408
186	ENSG00000160703	11	119037276	0.0195896601679783
187	ENSG00000161048	7	102740222	0.000133681843950204
188	ENSG00000162426	1	8377885	0.63928763648852
189	ENSG00000162734	1	160175126	0.00768614721257286
190	ENSG00000163207	1	152881020	0.156484771996142
191	ENSG00000163235	2	70674411	0.589606955772355
192	ENSG00000163328	2	175296965	0.0951244065961882
193	ENSG00000163820	3	45959395	0.000488443093373038
194	ENSG00000163945	4	1341053	0.0709347412819875
195	ENSG00000164048	3	48282589	2.62978924368655e-10
196	ENSG00000164828	7	891586	0.00134757367461875
197	ENSG00000164855	7	1581870	0.703647355249091
198	ENSG00000165091	9	75136716	0.660785292125801
199	ENSG00000165138	9	101493610	0.411374468784498
200	ENSG00000165629	10	7830091	0.918965441943728
201	ENSG00000166037	11	95523128	0.128930753076813
202	ENSG00000166454	16	81069451	0.366625602393568
203	ENSG00000166548	16	66547650	0.0878978306996625
204	ENSG00000166828	16	23194035	0.258998424181732
205	ENSG00000167105	17	48348766	5.23112975420905e-07
206	ENSG00000167291	17	77906141	0.011390280626882
207	ENSG00000167513	16	88869620	2.10364467659079e-05
208	ENSG00000167526	16	89627064	0.679392669812211
209	ENSG00000168172	8	42752074	0.667769489101693
210	ENSG00000168395	2	242641449	0.143134138094538
211	ENSG00000168397	2	242576627	0.661487293462663
212	ENSG00000168779	3	157814947	2.04844870494946e-10
213	ENSG00000168939	23	154997473	0.717015473611713
214	ENSG00000169967	2	128056305	0.483837077926889
215	ENSG00000170456	12	31535156	0.558741014994516
216	ENSG00000170915	6	52226218	0.00675284920341639
217	ENSG00000171033	8	79428373	0.0379651683827315
218	ENSG00000171303	2	26915618	0.114685402490978
219	ENSG00000171368	5	660882	0.00305256400825831
220	ENSG00000171435	12	117890816	0.312981184825083
221	ENSG00000171860	12	8210897	0.870991809998652
222	ENSG00000171873	20	4201328	1.30823540643895e-09
223	ENSG00000171903	19	16023176	0.943063696659226
224	ENSG00000172014	9	69381811	0.0118080681060239
225	ENSG00000172159	9	85857904	0.000115261893383057
226	ENSG00000172379	15	80696691	0.102319542530879
227	ENSG00000173039	11	65421066	0.170994112873335
228	ENSG00000173041	7	63980261	0.150036902257296
229	ENSG00000173258	9	114287438	0.00330324130368415
230	ENSG00000173559	2	192542793	0.0051547009684399
231	ENSG00000173578	3	46058515	3.0231435039483e-11
232	ENSG00000173638	21	46913485	3.09987434702323e-09
233	ENSG00000173875	19	12721731	8.52286598497865e-10
234	ENSG00000174600	12	108681820	0.0330313396398648
235	ENSG00000174917	19	5678431	0.0060901651830073
236	ENSG00000175137	1	249104647	0.430453331555062
237	ENSG00000175387	18	45357921	0.922637668903478
238	ENSG00000175643	16	11343475	0.0268752627039644
239	ENSG00000175893	9	14611068	0.00104315360641857
240	ENSG00000176406	8	104512975	0.0364194906382285
241	ENSG00000176410	7	73095298	0.000357782485341268
242	ENSG00000177034	5	79275583	0.271067832163992
243	ENSG00000178722	5	60933534	0.00289330704449788
244	ENSG00000178988	4	6709427	2.93908140947198e-05
245	ENSG00000179344	6	32627243	0.000969231823790578
246	ENSG00000179403	1	1370240	0.880690378704195
247	ENSG00000179761	17	27277530	0.106288264023886
248	ENSG00000180957	22	28247656	0.960658072847761
249	ENSG00000181450	1	227751243	0.897146533857329
250	ENSG00000181481	17	29295802	0.223973697065584
251	ENSG00000181649	11	2949502	3.39681764714579e-08
252	ENSG00000181915	10	64564515	0.241834438562637
253	ENSG00000182013	19	46969747	0.967782524902345
254	ENSG00000182141	19	21473961	0.00521876761844061
255	ENSG00000182195	23	140269933	0.0557613749757652
256	ENSG00000182253	15	99638419	0.593399280501621
257	ENSG00000182901	1	240931553	0.428930995800719
258	ENSG00000183186	19	405437	0.82373948969322
259	ENSG00000183309	8	144718182	0.0242890686097388
260	ENSG00000183549	16	20420855	0.00105119410321518
261	ENSG00000183655	15	86302553	0.146380004516922
262	ENSG00000183695	11	19076001	0.584691606024925
263	ENSG00000183826	6	38136226	0.00578864156061037
264	ENSG00000185022	22	38597888	0.0510071885907127
265	ENSG00000185070	14	85996487	7.17952973779561e-05
266	ENSG00000185100	14	105190522	0.508993652312952
267	ENSG00000185344	12	124196864	0.148544548987358
268	ENSG00000186300	19	2841432	3.95607479105049e-05
269	ENSG00000186470	6	26365386	0.0131434503667582
270	ENSG00000186529	19	15751706	0.551203998018293
271	ENSG00000186716	22	23521890	0.000427869655525083
272	ENSG00000186951	22	46546423	7.24540236306024e-05
273	ENSG00000187239	9	132649465	0.388436635155858
274	ENSG00000188243	13	76099349	0.550957091098164
275	ENSG00000188549	15	40625957	0.0143937716983407
276	ENSG00000188783	1	203444955	0.613209011113614
277	ENSG00000189339	1	1592938	0.000125930453242548
278	ENSG00000196418	1	247285276	0.0288498017840483
279	ENSG00000196683	7	22852250	0.500871875433108
280	ENSG00000196914	11	120207786	0.0561930588281358
281	ENSG00000197121	2	197697727	0.492752970384325
282	ENSG00000197619	19	52494584	0.143654507706708
283	ENSG00000198182	19	38187263	0.644651232571731
284	ENSG00000198231	17	61850962	0.49257685034267
285	ENSG00000198373	16	69796208	0.00204823888880108
286	ENSG00000198624	5	150560612	2.47464083841455e-06
287	ENSG00000198625	1	204485510	0.361931383104566
288	ENSG00000198663	6	36839645	0.109981096976027
289	ENSG00000203783	1	153190059	0.486477315444128
290	ENSG00000204231	6	33161364	0.0578960777712189
291	ENSG00000204267	6	32789609	0.639658054945913
292	ENSG00000204580	6	30844197	0.216577525285007
293	ENSG00000205060	7	133974083	0.101793757066459
294	ENSG00000205086	2	42162507	0.928680750289023
295	ENSG00000205269	6	11537937	0.180990329457402
296	ENSG00000206503	6	29909036	0.0327483241551499
297	ENSG00000213462	7	64451186	0.0853361555653738
298	ENSG00000232196	16	3421052	0.32704058557194
299	ENSG00000235162	12	105629067	0.360429817561049
300	ENSG00000235942	1	152815343	0.0182342823542106
301	ENSG00000240230	7	938414	0.012973883823829
302	ENSG00000241186	3	46653924	0.0249291767008236
303	ENSG00000241399	2	160625363	0.0133861907370807
304	ENSG00000243646	21	34638662	0.152839870271101
305	ENSG00000247077	12	133287404	0.00280080667368811
306	ENSG00000249992	3	45265957	2.74184461831432e-10
307	ENSG00000250305	8	12803150	0.000676013041943394
308	ENSG00000258986	14	104941014	0.0658432888344736
309	ENSG00000263812	18	74240676	0.00537342385146613
310	ENSG00000272047	6	158589383	0.404158433069289
